1579193555.652504051,14,0x00000000,100,0,1,6,0,0,0,1,0,18,15
1579193562.122598145,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193562.295334043,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193562.488139087,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193565.157536800,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193565.358136011,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193565.558942018,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193565.759662171,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193565.960240010,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193566.160930396,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193566.361677454,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193566.562290192,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193566.763023536,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193566.963817496,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193567.164519000,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193567.365114746,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193567.565696342,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193567.766310040,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193567.967139728,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193568.167796212,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193568.368326509,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193568.669296699,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193568.769677300,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193569.070630272,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193569.170907413,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193569.471955199,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193569.572325728,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193569.873437428,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193570.073951098,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193570.274527367,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193570.475293521,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193570.676114773,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193570.876755815,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193571.077532636,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193571.278203262,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193571.478877653,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193571.679499563,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193571.880141824,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193572.080672805,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193572.381736514,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193572.482008606,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193572.782961829,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193572.883213506,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193573.183853605,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193573.284103689,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193573.584821854,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193573.785301490,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193573.985993559,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193574.186699721,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193574.387395047,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193574.587995256,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193574.788682929,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193574.989356115,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193575.189994064,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193575.390767605,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193575.591301284,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193575.791891916,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193575.992460840,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193576.193012977,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193576.493968486,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193576.594193631,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193576.895356401,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193576.995869650,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193577.296883567,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193577.397239956,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193577.697999098,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193577.898717615,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193578.099336594,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193578.300035465,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193578.500606600,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193578.701192277,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193578.901851802,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193579.102479528,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193579.303077307,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193579.503729787,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193579.704110994,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193579.904640831,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193580.205466081,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193580.305801877,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193580.606698276,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193580.706940658,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193581.007988868,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193581.108209340,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193581.409047608,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193581.509363882,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193581.810076092,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193582.010743738,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193582.211303735,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193582.411837482,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193582.612473322,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193582.812932860,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193583.013527582,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193583.214092437,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193583.414692503,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193583.615331373,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193583.815788839,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193584.016385173,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193584.317149162,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193584.417442288,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193584.718470092,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193584.818760990,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193585.119707827,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193585.219969336,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193585.520642766,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193585.721299788,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193585.921796341,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193586.122439715,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193586.322978831,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193586.523598692,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193586.724268750,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193586.924729684,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193587.125362179,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193587.325933992,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193587.526507288,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193587.827307565,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193587.927562435,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193588.228456090,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193588.328651489,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193588.629506254,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193588.729844098,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193589.030512557,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193589.231136442,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193589.431768261,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193589.632343490,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193589.832913882,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193590.033437338,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193590.234110044,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193590.434648540,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193590.635535127,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193590.836168481,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193591.036748799,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193591.237413887,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193591.437998546,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193591.738816459,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193591.839072578,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193592.139841344,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193592.240128996,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193592.540932851,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193592.641204128,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193592.941934990,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193593.142439446,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193593.343063286,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193593.543488233,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193593.743985531,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193593.944414604,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193594.145017086,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193594.345624778,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193594.546199832,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193594.746756347,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193594.947303412,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193595.248129875,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193595.348451533,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193595.649190875,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193595.749451765,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193596.050255112,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193596.150526284,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193596.451425820,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193596.652002824,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193596.852521018,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193597.053153010,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193597.253624663,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193597.454105991,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193597.654691869,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193597.855310375,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193598.055933373,14,0x00000000,100,0,1,6,0,0,0,1,0,15,255
1579193598.256441612,14,0x00000000,100,0,1,6,0,0,0,1,0,255,15
1579193598.457058457,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193598.757806718,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193598.858085042,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193599.158955372,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193599.259240436,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193599.560169651,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193599.660418906,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193599.961140619,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193600.161710862,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193600.362164532,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193600.562760831,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193600.763185946,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193600.963689836,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193601.164035359,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193601.364489895,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193601.565071772,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193601.765617934,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193601.966225643,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193602.166864196,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193602.467884311,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193602.568107115,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193602.868930485,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193602.969229545,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193603.270034082,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193603.370266191,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193603.670881517,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193603.871186165,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193604.071617288,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193604.272021506,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193604.472416711,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193604.672736566,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193604.873103819,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193605.073469804,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193605.273830300,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193605.474320427,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193605.674848099,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193605.975478558,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193606.075707311,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193606.376304411,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193606.476494519,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193606.777158996,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193606.877343125,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193607.177953002,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193607.382578880,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193607.582997677,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193607.783527924,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
1579193607.983889801,14,0x00000000,100,0,1,6,0,0,0,1,0,15,15
